id,title,风格与效果,光影与机位,主体与姿态,主色与氛围,背景与空间,道具与互动,动作与细节,穿搭与风格,特殊效果,图片URL,标签
复古质感产品静物&6,现代休闲鞋履摄影,商业广告摄影风格、画面干净利落、突显产品材质的细腻质感、带有一丝街头潮流感,采用中长焦镜头、从与膝盖平行的低角度拍摄、光线柔和均匀、来自右上方的大面积柔光、营造出清晰而温和的阴影、光比低,画面中是两位模特的下半身局部、主体是位于画面中央的模特、小腿肌肉线条清晰、模特呈自然站立姿态、双脚一前一后平稳着地、通过前景人物制造层次感,上有浅灰色直线条纹、整体色调为温暖的大地色系、氛围简约、现代,背景为深棕色的室内地板、构图紧凑,-,聚焦于鞋履细节,中心模特穿着图中的鞋、搭配白色中筒运动袜和黑色短裤,-,https://drive.google.com/file/d/1nm5x1Nxh04ViPQ4tHWzMLU4gFeGfPD5L/view?usp=drivesdk,"竖版, 脚模, 简约干净、都市休闲风"
复古质感产品静物&7,情侣街拍工装靴,"商业产品摄影风格、标准50mm焦段, 画面干净明亮、从正面均匀打来、质感细腻、色彩真实, 画面中、裙摆层叠、图中的鞋成为画面的视觉焦点、带有一种都市街头感和情侣间的默契",采用平视偏低机位、光线是柔和的漫射光、光比较低,"在人物身后投下淡淡的柔和阴影, 构图聚焦于人物下半身和鞋履、一男一女并排站立、截取至腰部以下, 左侧的男性露出毛发旺盛的小腿、右侧的女性露出光滑白皙的小腿, 男性穿着一条宽松的黑色工装短裤、男性左脚在前、姿态随意、女性双脚微微分开、女性衬衫的蓝色作为点缀, 氛围休闲、日常","将焦点完全集中在两人的穿搭和鞋子上, 整体色调以中性的黑、白、灰为主","笔直站立, 背景是浅灰色的水泥墙面和同色系的水泥地面、地面有清晰的方砖接缝, 构图简洁",-,-,"面料有自然的褶皱, 女性穿着一件白色蕾丝花边短裙、外面套着一件蓝白竖条纹的宽松衬衫, 两人都穿着中筒的白色罗纹堆堆袜、并穿着图中的鞋, 两人自然站立",-,https://drive.google.com/file/d/1Dw6twpnea25XzGxYzm1LBXkxiq1-Cok3/view?usp=drivesdk,"竖版, 脚模, 简约质感、暖调街头风"
复古质感产品静物&8,质感生活风鞋履特写,商业产品摄影风格、整体画面干净且富有质感、画面中仅展示其脚部和手部、他正坐在一个木质结构上、左手则在下方辅助,采用标准焦段镜头进行特写拍摄、机位与主体平视略带俯角、光线为明亮的顶部柔光、光比低、营造出柔和均匀的光影效果、阴影细腻,一位男性模特、模特身体前倾,搭配一双白色罗纹中筒袜、袜口有黑色字母印花、背景是温暖的棕色木质墙面、画面主色调为中性的灰色和白色、搭配温暖的木棕色和沉稳的酒红色、整体色彩和谐高级、氛围舒适、日常且不失格调,-,右脚踩在酒红色的丝绒坐垫上、他的双手在鞋面上方交错、前景是酒红色的丝绒坐垫,聚焦于人物系鞋带的动态瞬间、正在专注地系右脚的鞋带、动作自然而熟练、传递出一种注重生活品质和细节的现代都市感,清晰地勾勒出鞋子和手部的轮廓、脚上穿着一双图中的鞋、手臂上穿着一件浅灰色长袖上衣、右手拇指和食指捏住一根鞋带,-,https://drive.google.com/file/d/1AYvM0eTEu2D5nT8BCeHWBO70XVyYEsGk/view?usp=drivesdk,"竖版, 脚模, 情侣穿搭、街头休闲、工装风"
复古质感产品静物&9,现代生活方式鞋履摄影,一张现代生活方式摄影作品、来自侧前方、画面质感细腻、画面截取其下半身,采用中景镜头、低角度平视拍摄、光线明亮柔和,一位男性模特、腿部肌肉线条清晰有力、模特坐在一个木质凳子上、双腿自然弯曲、双脚平放在地面上、姿态放松、模特左后方摆放着一盆绿植,营造出干净、自然的氛围、色彩调校偏向温暖的米色调、他拥有健康的小麦色皮肤、他身穿一套深橄榄绿色的休闲运动套装、搭配米白色罗纹中筒袜、袜口有两圈深绿色条纹作为点缀、整体色调以米白、橄榄绿和黑色为主、营造出一种沉静、舒适且高级的氛围,背景为纯净的米白色墙壁、地面铺着一张带有复古花纹的米色地毯,-,-,包括长袖卫衣和短裤、脚上穿着图中的鞋,-,https://drive.google.com/file/d/1bLrhnd3wEKob3Isx2-NpZYlpP4BbOzVz/view?usp=drivesdk,"竖版, 脚模, 生活方式、复古运动、质感"
复古质感产品静物&10,复古胶片运动风,一张充满复古胶片质感的特写摄影作品、画面主体是一位拥有健康小麦色肌肤的年轻人、左脚在前、右脚在后、直线与曲线的几何元素交织、丰富了画面结构,镜头语言聚焦于一个年轻人的脚部、采用与脚踝平行的低角度拍摄、35mm焦段带来自然的视觉观感、夏日午后的阳光从右上方强烈地照射下来、在水泥台阶和人物腿上投下清晰而硬朗的阴影、光影对比鲜明,他正以一个放松的姿态坐在水泥台阶上、人物的脚部占据了画面的中下部核心位置,画面整体呈现温暖的色调、色彩饱和度适中、袜口点缀着一圈宝蓝色和一圈亮黄色的条纹、整个场景散发着一种悠闲自在、充满青春活力的运动氛围,构图上、背景是看台的灰色水泥阶梯和一排亮蓝色的塑料座椅,双腿自然交错,仿佛是体育场看台上的一个宁静瞬间,他穿着一双深灰色的中筒袜、他脚上是图中的鞋,并覆盖着一层细腻的胶片颗粒,https://drive.google.com/file/d/1n4QJQS0g9DxdAoRM3NkhSOlwOuVxn3pC/view?usp=drivesdk,"竖版, 脚模, 生活方式、简约干净、自然光感"
脚模-复古质感产品静物11,复古街头运动鞋摄影,一幅具有复古胶片质感的专业产品摄影作品、画面主体是图中的鞋、增强了画面的质感和都市感、呈现出低饱和度的复古风格,采用特写镜头、以平视偏低的角度捕捉了一个人穿着潮流运动鞋的双脚、光线是来自左上方的柔和漫射光、营造出低对比度的柔和阴影和沉静氛围、带有斑驳的纹理和微弱反光,模特穿着白色的罗纹运动袜、人物的双脚随意地交叉着、姿态放松,袜口有黑色的飞人标志、与裤脚的黑色飞人标志相呼应、整体色调经过后期处理、暗部偏向深绿色、营造出一种沉静而高级的街头潮流氛围,背景是深色的、地面材质类似潮湿的混凝土地面,左脚搭在右脚之上,袜子在脚踝处堆叠出自然的褶皱,-,-,https://drive.google.com/file/d/1NBZvxsKczAz1PH41s__utlHclGWyqQgZ/view?usp=drivesdk,"方图, 脚模, 复古胶片、运动休闲"
复古质感产品静物&12,街头风球鞋穿搭特写,一张极具街头纪实感的摄影作品、画面焦点是一个人的双脚特写、形成慵懒的褶皱、重心落在前脚上、充满胶片质感,采用低角度平视镜头、标准50mm焦段、清晰地反射着周围的景物和微光,人物双脚一前一后自然站立,捕捉了阴天散射光下的氛围、搭配白色中筒运动袜、袜口有黑色飞人标志、上身是宽松的黑色束脚运动裤、椅面是橙色与米白色的编织条纹、整张照片色调偏冷、呈现出一种冷静、随性的都市氛围,背景环境似乎是一个城市天台或户外舞台、地面是湿漉漉的深灰色、地面上散落着几根黑色的电线,左侧是一把金属框架的折叠椅,展现了潮流穿搭的细节、裤脚自然堆叠在脚踝处,他穿着图中的鞋,饱和度较低,https://drive.google.com/file/d/1u3N7r3qP2zd1VibUpiyehKcEq0Eq7cQL/view?usp=drivesdk,"方图, 脚模, 街头潮流、胶片质感"
复古质感产品静物&13,现代运动鞋履摄影,一幅现代风格的商业产品摄影作品、营造出一种静谧、高级且充满质感的氛围,采用低角度中近景拍摄、一道柔和的光从左上方打来,画面主体为模特的下半身、模特的姿态经过精心设计、一条腿弯曲抬起悬在空中、在模特的腿部和鞋子上塑造出立体的光影,搭配米色罗纹中筒袜、她坐在深蓝色的地面上、整体色调由深邃的蓝色和温暖的米白色构成,另一条腿的脚则稳稳地踩在地面、背景是纯净的深海军蓝色、同时在背景中形成一团朦胧的光晕、增加了空间的深度感,-,袜子在脚踝处有自然的堆叠、这个动态的静止姿势完美地展示了鞋子的侧面和底部细节,焦点集中在脚上的鞋履、模特身穿图中的鞋,-,https://drive.google.com/file/d/1uufvMEVxjt-dqmM8Ti2y983jVnUkAYZE/view?usp=drivesdk,"方图, 脚模, 街头风、胶片质感、湿润感"
脚模参考1111.jpg,动感时尚运动摄影1,一幅充满动感的专业运动时尚摄影作品、身体下压、右腿在后支撑、整个画面色彩鲜明,采用低角度仰拍视角、50mm镜头、灯光为明亮的商业影棚布光、一盏强烈的硬光从右上方打来、地面上投下轮廓分明的阴影,塑造出模特腿部结实的肌肉线条和百褶裙上清晰的光影、画面主体是一位正在打网球的女性运动员、左腿在前弯曲成弓步、全身肌肉紧绷,以荧光绿和冷灰色调为主、营造出一种既专业又充满活力的现代运动氛围,背景是极简的浅灰蓝色室内网球场、地面上画着白色界线,几颗荧光绿的网球散落在周围、一个装满网球的铁丝筐在她身后,裙摆随着她的动作飞扬、她正处于一个极具张力的击球瞬间、充满了力量感,焦点清晰地落在前景的运动鞋上、她身穿一套时尚的运动装备：上身是绿白相间的短袖、下身是黑绿渐变的荧光色百褶短裙、她穿着黑色中筒袜和图中的鞋,-,https://drive.google.com/file/d/1msV00HQ4ZvMt3SIjULFh63QI3RfuIs2n/view?usp=drivesdk,"方图, 脚模, 现代简约、质感光影"
脚模参考11111.jpg,动感运动风摄影,一幅充满力量感的商业运动摄影作品、展现出惊人的爆发力、她正处于一个弓步或起跑的姿势、左腿高高抬起、整个身体充满了向前运动的张力、强化了画面的激情与活力氛围、视觉冲击力强,采用仰拍视角和戏剧性的高对比度工作室布光、肌肉线条在硬朗的光线下被清晰勾勒,精准地捕捉了一位深肤色女性运动员的动态瞬间、画面主体是运动员的下半身,呈现出从亮品红色到深红的细腻渐变、色彩浓烈,与背景形成鲜明对比、右腿稳稳地蹬在地面上、背景是极简的纯色无缝墙、整个构图聚焦于运动本身和产品细节,-,-,她身穿一套紧身的红色运动短裤和上衣、她的双脚穿着纯白色的Nike中筒袜和图中的鞋,-,https://drive.google.com/file/d/1Z95ebpVznUM6UWbVG1Cq2iFQJSOwyB40/view?usp=drivesdk,"竖版, 模特穿搭, 运动活力、时尚简约"
